No,userName,content,Label
332,mirwan assasie,"Aplikasi ngk ngk bermutu ngk ada tanggung jawabnya, yang namanya SDH di boking dengan harga segitu yg harus diterima, ini malah tiket SDH diboking dr jauh hari masak ia disuruh nambah parah",Negatif
333,Bang Yos,"Beli tiket jauh² hari untuk tempat duduk di depan, malah hari keberangkatan kursi tempat duduk di rubah jadi yg di tengah tanpa konfirmasi dahulu. Jadi males beli tiket di aplikasi ini",Negatif
334,wusta yahuda,Makasih... cs ramah jika ada kendala,Positif
335,Harry Gitaryo,Pesan sinarjaya dari bandarjaya ke demak kok tidak ada aplikasi apaaan,Negatif
336,ARDI DI,"Hati2 untuk semua klo mesan tiket efisien putra mandiri,tiket sdah di pesan bilang nya bis nya datang hari itu,gak tau nya gak datang,uang sudah di transfer,bis nya gak datang, kecewa sama pihak redbus bisa² nya kerja sama dgn orang gak jujur.",Negatif
337,putri utami,"Ga bisa dipakek, bermasalah mulu",Negatif
338,Alma Ziyah,"Aplikasi gk jelas , kaya gini masuk tv,parah juga tv mau aja iklanin sama aja penipuan ini,",Negatif
339,Ierwan Wito,Sangat membantu mudah2an aman,Positif
340,Muslih Muslih,Pemakaian aplikasi redbus yg pertama kali mudah2an lancar,Positif
341,Ristiany Kurniawati,Sangat membantu berburu tiket ,Positif
342,A.P Channel,"Percuma pesen tiket bus di sini masak alamat keberangkatan yg tertera GK sesuai, udh gitu ketika jam keberangkatan kondektur bus dan sopir GK tau apa2 tentang tiket yg di beli dari aplikasi, alhasil tetep harus ke loket buat konfirmasi pembelian tiket nya, ujung2 nya sama aja kayak beli tiket biasa di loket terminal",Negatif
343,sis wanto,"Mau pakai Aplikasi RedBus, komentar pengguna banyak yg KOMPLAIN Negatif",Negatif
344,Mas Tri,"Redbus isthbest, apalagi kalo banyakin promo....lebih mantab",Positif
345,Wasis Yull,"saran aja,pastikan tiap bus terdapat foto bus secara menyeluruh,dimana kita bisa memilah bus yg layak kita naiki kecuali yg dilihat dari rating nya",Positif
346,Epri Ani,"Waduuuuhhh bahaya dong nih aplikasi, isinya pada kecewa semua.... Nggak dulu deh pake ini aplikasi.... Kasih bintang 1 aja dulu yaa, maaf ",Negatif
347,Fadli Pratama,"Udah pesan buat tanggal 28 April dan bayar 245 ribu, tapi tiket gak bisa dicetak dengan alasan harga belum termasuk penyesuaian lebaran, dan harus nambah lagi 295 ribu.",Negatif
348,Ilham Nakir,"Tolong dong ada pelayanan yang jelas, saya udah bayar lewat indomaret udah sukses namun di apk redbus nya pembayaran saya gagal costumer servis nya juga tidak ada penjelasan dan tanggung jawab",Negatif
349,Robi Sanjaya,Bahaya aplikasi ini jauh dari realnya,Negatif
350,Dedi Setiawan,"Mudah digunakan, pilihan payment buanyaakk",Positif
351,Novan Ediswan,"Aplikasi gak jelas, jika timbul masalah aplikasi ini tidak membantu sama sekali, bahkan nanti kalau disuruh menghubungi nomer tertentu juga percuma, saya sudah pesan tiket untuk tanggal 27 April, disuruh penyesuaian tarif lebaran atau refund, nanya kemana juga gak jelas apalagi masalah penyesuaian tarif, mending cari aplikasi yg pasti2 aja kedepan, sumpah rada nyesel cuma berharap uang saya gak sia2",Negatif
352,Adhie Compcell,"Mengecewakan, sudah pesa. Tiket jauh jauh hari, sudah melakukan pembayaran sesuai harga di aplikaasi redbus seharga @350 / tiket X 3 kursi dan di konfirmasi tiket booked. Seminggu kemudian di hubungi pihak armada yg bernama PO. Handoyo, ada kenaikan harga tiket, dan harus nambah @400/tiket X 3. Kalau tidak mau, tiket akan dicancel. Ini sangat konyol, sangat Mengecewakan, tidak konsisten. Mohon diperbaiki lagi.",Negatif
353,Fabri Arios,"Jangan pernah pakai aplikasi ini, gak sinkron, jadi tambah capek kejar2 bis, lokasi jemput/berangkat tidak sesuai, bisa berubah, awas tiket tidak bisa refund, duit hilang, bis kagak ada, menu bantuan tidak ada solusi, nanti saya report ke google klo duit gw kagak dibalikin.",Negatif
354,sae epo3l,"Busnya dikit amat, kbanyakan sumber alam",Negatif
355,FU_88,Sangat membatu ada aplikasi ini ga usah antrih. Mangga kode ref rednysfk,Positif
356,muhammad faisol,Sangat membantu dalam mencari tiket Bus,Positif
357,Intan Trie khairunissa,Sudah pesan sudah bayar malah di bilang kursi yang di inginkan malah ga bisa duit ketahan padahal lagi buru buru tolong di perbaiki lagi sistemnya kalau memang kursi sudah tak tersedia jangan di kasih kode pembayaran !!!!,Negatif
358,Agus Asarry,aplikasi membantu buat beli tiket,Positif
359,Tuhyono,"Saya salah pilih tanggal,udah bayar ternyata gak bisa di batalkan",Negatif
360,setyawan ari wibowo,Mantab cepat dan murah,Positif
361,Mahendra cipta,"Aplikasi konyol, sudah pesan dan transfer sebelum batas waktu malah ditolak dan disuruh nunggu refund 5-7hr jam kerja. Pembatalan sepihak.. jangan menggunakan aplikasi ini..!!!!",Negatif
362,Muthia Suryo W.,"Minta refund dana aja susahnya minta ampun. Sampai harus berhari"" dan tdk ada kejelasan. Ntah bnran di refund atau ngga nya smpai capek harus bolak balik email, telfon dll.",Negatif
363,Rena Widya Kusuma,"Nyaman, mudah dan dapet diskon pula",Positif
364,Fernanda Dita,"Udah pesen tiket, udah dibayar.. udah dikonfirmasi ke agen.. eh tiba"" ada telfon suruh ajuin pwngembalian dana.. infonya lewat email. Tp sampe sekarang gaada email sama sekali.",Negatif
365,Beny Purworejo,Aplikasi yang bagus semoga bisa update lagi semangat Reed bus,Positif
366,aries fauzy,"Kurang bagus kode feferal IDAPP tidak bisa dipake katanya disc,10%",Negatif
367,Tarjono Tarjono,"Belum pernah coba mudah mudahan,mudah caranya/gampang",Positif
368,rama primadan,Sangat membantu untuk pemesanan bus...,Positif
369,fadli siregar,"Ga jadi download,isi nya penyelasan semua, takut juga bisa bisa gw ikut dalam kumpulan orang orang yang menyesal dan sakit hati,gw kasih lah Bintang atu",Negatif
370,Angger Pamungkas,"sudah transfer,e ticket sdh keluar, tiba2 di telfon cs harus tmbh biaya atau refund karena kesalahan harga. heey yang salah pasang harga kalian, kenpa customer yg dirugikan!!!",Negatif
371,Achmad Zakkan,"User friendly, banyak pilihan pembayaran.",Positif
372,Hijriatin Arohmi,"Jadwal keberangkatan jauh beda dengan di jadwal, pihak kantor sama oprasional bus misskom. Ga tau ada yg beli tiket online, kantor bus ga bisa di hubungi minta bantuan cs dari aplikasi pun sama gaada bantuan samsek. intern nya aja kacau. Gimana mau ngasih pelayanan yg baik ke customer. Plis perbaiki dulu ya CACAT BGT JELEKKK PARAH. Kalo mau donwnload ni apk mikir2 dulu ya wankawan",Negatif
373,Husnul Khotimah,"Tiket gak sesuai jadwal, tempat kursi juga gak sesuai di pesanan. Nunggu dari jam 13:46 bis nya tiba jam 17:19 . Lain kali jadwal dan tmpt kursi itu harus sesuai jangan kayak gini. Kurang memuaskan pengguna aplikasi jadi saya kapok pesan pesan disini lagi",Negatif
374,Abdull rohman Assidiq,"Rugi banget pake apk ini, sudah jelas"" dtang jam sesuai yg di tentukan , malah ktinggalan, pengaduan sudah pdahal sama sekali tidak ada info panggilan bilangnya gak bisa di hubungi, uang tiket ya loss , sama sekali tidak ada kebijakan, padahal di apknya jelas"" ada jaminan 75% kembali ini tidak sama sekali.",Negatif
375,Naila Karimah,"Parah nih..Booking daytrans tiket bekasi jakarta di aplikasi ada tempat turun di sumber arta, bayar harga tiket harga jakarta sample pool shelter ternyata udah ga ada tujuan sumber arta jd masuk tujuan bekasi harga jakarta di aplikasi lain cuma 67rb, aplikasi ini bayar 90rb",Negatif
376,cecep firdaus,"Pemesanan tiket semakin mudah, namun PO nya masih terbatas",Positif
377,Hapsoro Hadinoto,"Mudah penggunaannya. Sdh pernah pakai 6x, memuaskan",Positif
378,Roni Wibiharto,Pertama kali pesan tiket lewat redbus.. untuk perjalanan ke Prabumulih. Dan sudah bayar langsung di cancel oleh redbus.. sangat mengecewakan aplikasi sampah,Negatif
379,Mick Doohan,"Kenapa ini, di ketik semarang di kolom masukan asal koq keluar tulisan tidak ada pencarian ditemukan, apa red bus sudah tidak melayani kota semarang lagi. Terpaksa saya kasih bintang 1 dulu",Negatif
380,jalur kiri,Ketika di order rupanya bisnya gak ke tempat tujuan yg tertera di aplikasi  trus . Pengembalian duitnya 1-7 hari ,Negatif
381,Pum Bayens,Aplikasi Error tidak bisa menemukan lokasi/kota/terminal di kolom pencarian. Biasanya lancar,Negatif
382,Mohamad Sunandar,Abis update Pencarian kota masa jdi pda kga ada Parah bener Update bukanya bagus Malah burik Gx ada perbaikan mh apus nh aplikasi Pindah yg logo biru,Negatif
383,Just Wardoyo,"Gimana sih ini aplikasinya. Saya pilih kota asal Jakarta tapi ""tidak ada pencarian ditemukan""..",Negatif
384,Andriyanto Teguh,"Sudah dua kali saya transaksi sesuai email Redbus, uang terbayar, namun tiket dibatalkan karena kesalahan teknis. Uang akan dikembalikan 7 hari kerja, dengan permintaan maaf saja. Saya rugi, tidak ada kompensasi.",Negatif
385,Sukirno,Aplikasi sampah . Pas pemesanan sudah tertera fasilitas bus executive class . Setelah tiba Di PO . Jadi patas VIP. Tolong ngasih info yang benar. Nyesal download/ pakai aplikasi ini . Buat yang lain jangan pesan bus lewat aplikasi ini . Saya jamin nyesal,Negatif
386,Raden dwiki,"Telat 10 menit tapi ditinggal dan tiket hangus, gaakan pesan lagi :)",Negatif
387,Mr Tahfidz Official,"Saya udah 15 kali perjalanan, alhamdulillah aplikasi ini amanah, semoga setelah saya pesan lagi sesuai dengan rencana.....",Positif
388,Nur Khamdan,"Jika terjadi masalah saat melakukan perjalanan, pihak Red Bus hanya menyampaikan informasi saja dari pihak bus. Menurut saya tidak memberikan solusi yang baik",Negatif
389,Made Wirawan,Baru dua kali pakai. Kasus pertama bus saya full dan malah direschedule besoknya. Kasus kedua jadwal keberangkatan dan tiba tidak sesuai dengan jadwal penyedia layanan bus. Saya rasa koordinasi antara redbus dan penyedia layanan bus masi belum optimal.,Negatif
390,fauzul azmi,"Aplikasi jelek, jam berapa perkiraan nya jauh banget, no kursi juga buat apa, kalau ujung"" nya duduk bebas,",Negatif
391,Alvina Rahmatika Salamah,Aplikasi stlh d update eror terus gaada bis.. jadi sebel.. tolong diperbaiki lagi ,Negatif
392,Ynci Cikarang,Alhamdulillah lancar dan mudah dalam perjalanan,Positif
393,Awan Gumilang H,"Mohon untuk tim IT perbaiki kembali aplikasi nya supaya sesuai dengan perusahaan bus masing masing dan jangan lupa untuk diadakan perawatan aplikasi dan pembaharuan fiture supaya lebih update dan user interface yang menarik, terimakasih semoga kritikan dan saran penilaian dijadikan bahan evaluasi supaya lebih baik lagi.",Positif
394,budi prasetyo,Sangat mudah digunakan dan sangat banyak pilihan busnya.,Positif
395,rico kurnia,"Sebelumnya saya sudah beberapa kali memesan tiket lewat aplikasi ini, namun kemaren saya sempat batalin tiket karena ada keperluan mendadak dan parahnya tidak ada refund sama sekali untuk pembatalan tiket, sangat mengecewakan, dan ini terkahir kali saya menggunakan aplikasi ini dan tidak akan pernah lagi maaf ",Negatif
396,Dea Welmy Ratna Putri,Lusa kemarin 15 februari 2022 saya memesan tiket bus shantika tujuan kudus - jakarta (pulogebang).. saya memesan nomor kursi pada 3-4-6.. kenapa pada saat saya ke terminal hari ini pada tgl 17 februari 2022 nomor kursinya berubah jadi 17-18-19?? Saya sebagai customer sangat amat kecewa.. saya tidak mau ada alasan dr pihak manapun..,Negatif
397,Nanang Hendrianto,Pengoperasian aplikasi sangat mudah dan sangat membantu pada saat pemilihan tempat duduk pada masing2 bus,Positif
398,Zhafran Ammar,"Aplikasi payah uninstall aja... Ga seperti dulu lancar, sekarang banyak hangnya.. verifikasi nomor telp pake otp cuma bisa sekali. Pas keluar trus mau login lagi ngga ada sms otp masuk. Dicoba berulang-ulang sama aja.",Negatif
399,Sanu 79,"Mantap, mudah digunakan, proses transaksi cepat.",Positif
400,Pt. Maspoin Indonesia,Ribet!! Lemot!! Tidak update!!! Kecewa,Negatif
401,Harrys Pratama,"sangat membantu dan bebas dari kerumunan saat beli tiket, dan tinggal langsung naik saja di bus-nya",Positif
402,Kevin Prasetio A,"Heh developer, apk mu error, masa masuk ke menu pembayaran nge freeze apk nya kek mana si, gagal terus mo pembayaran",Negatif
403,M Bolang,Aplikasi yg sangat membantu perjalanan bisnis saya...Terimakasih RedBus,Positif
404,eeng suhendi,Mudah order tiket dan selalu ada discount hehe,Positif
405,Nur Kholis Achmad,"Setiap saya mau order bus pakai aplikasi redbus selalu gagal di data identitas, padahal nomor NIK yang saya input benar sesuai KTP tetap dinyatakan tidak valid.",Negatif
406,Nida Azhari,"Mau pake app ini lagi asal diperbaiki kualitas layanannya. Pesan pertama dan ke 2 oke. Yg ke 3 Miss, ditinggal bus Santoso alasan telat bus datang jam 2 ditunggu 8 menit ngg datang terus ditinggal, padahal saya pesan keberangkatan jam 2.30. duit ilang g tanggung jawab baik PO bus Santoso maupun appnya",Negatif
407,Muhamad Tarjono,"Penangan cepat namun complaint melalui email, Saran ada wa/tlp dan informasi WA CS langsung dijawab, sehingga Customer bs mendapat info selanjutnya dengan valid.",Positif
408,Ovian SenandaRiadri,"Pajak nya mahal mending pesen ke agen langsung via transfer, udah gitu kalo udah make voucher sekali seterusnya gak bisa make walaupun beda voucher, rutenya juga kurang lengkap banyak Po yg gak ada dibeberapa jurusan",Negatif
409,Alfie Yan,Aplikasi ga guna mesen no 1 masa disana masa no 6 kursi gmna sih apk gak guna mending langsung dari pada pake apk sampah ini dasar mf.,Negatif
410,gaming play D12,Daftar di awal saja otp susah gmna pelayanan nya klo di awal saja sudah begini!!!,Negatif
411,Edi Dimyati,Mudah pesan tiketnya. Dan selalu diingatkan untuk jadwal keberangkatan.,Positif
412,Karen Presets,"Aplikasi busuk. Penumpang ga dapet kursi, disuruh duduk bawah selama perjalanan 12 jam. Ga ada kompensasi lagi. Hati-hati yang pakai app ini terutama PO bus Handoyo.",Negatif
413,Lyn!! Carlyndha,Aplikasi nya bagus.. pas banget buat beli tiket dadakan.. sukses buat aplikasi redbus,Positif
414,Taufik Rahman,"Sangat membantu, harga jg sama dengan beli di pool.",Positif
415,Heriswara,"Susah banget, cara mendapatkan OTP di Aplikasi ini bagaimana. Dari tadi gagal terus",Negatif
416,Adha fadin,Ini gimana sih mau pesen tiket kok pembayaran ditolak terus sudah tiga kali pula,Negatif
417,Oka Rezki,Baru mau pesen dsuruh bayar virtual waktu diberi cuma 6mnit no virtual gak muncul2..stelah baca rivew bnyak yg *1 gak jd deh pesen pake ini takut ntar drugikan juga kek yg lain,Negatif
418,wahid ustadin,Mana nomer otp nya ko ga dipikirin kirim gima si ni aplikasi mau daftar ga bisa,Negatif
419,_-_-_-_,G bisa masuk akun padah nomer nya sudah benar. Tapi kode otpnya g di kirim kirim. Buruk sekali pelayanan redbus,Negatif
420,Hendrik Kurniawan,Aplikasi sudah cukup bagus. Kalo bisa di tingkat kan lagi. Saran aja begitu chekout bayar di tempat ada perubhana tujuan. Supaya gak ada cancel perjalanan,Positif
421,Ruth Tiara,"Gajelas banget promonya...akun baru didaftarkan tapi ga bisa pake promo New. Ngaco bener nih..di Wa ga di bls, di DM ga di respon, ntar kita komen di IG, dilempar suruh nge DM -_-... sampah bgt",Negatif
422,aziz alghifari,"Mempermudah, akan tetapi pembayaran dilakukan harus menyesuaikan tenggat waktu yg cukup sempit.. 7 menit ubtuk pemilihat metode pembayaran, dan 50 menit untuk proses pembayaran.. Diharap mempersiapkan pembayaran terlebih dahulu sebelum memesan...",Positif
423,wahyu saputra,KECEWA!!! aplikasi ini tidak disarankan PO bus yang kerjasama dengan redbus tidak profesional. Telat parah pelayanan sangat buruk,Negatif
424,Yudi Wahyu,Harga lebih mahal 20% dari tarif agen Kelebihannya cara pembayarannya flexible.,Negatif
425,Kris Budiyanto,1.sumber daya manusia nya 2.agen terminal wajib memiliki komputer/laptop/ipad mesin cetak 3.jangan menaikan harga tiket dalam hitungan jam 4.contohlah seperti kereta api indonesia pemesanan tiket dan refund nya,Negatif
426,Agung Haryanto,"Mudah dan Aman utk order, tp belum nyoba naik busnya",Positif
427,wong desa,Bagus dan harga tiket tetap sama,Positif
428,Sugeng Haryono,Lebih mudah melakukan perjalanan,Positif
429,Frans Bernard,Mudah & Cepat. Membantu sekali ! 😃👍,Positif
430,refi taufiq,"Keren sih pelayanannya, gua pas transfer lupa masukin kode referal, terus ngehubungin adminnya, dan langsung dibantu doong mantaaap pokoknya.",Positif
431,Al Hidayat,Informasi yang jelas dan detail,Positif
432,BBRS CHANNEL,"proses cetak tiket nya gampang, harga sama aja tapi bisa dapet diskon dari voucher😎 sukses terus redBus😍, yang ngatain redBus jelek berarti dia ga paham dengan sistem nya😏",Positif
433,Jaya Turani,"Aplikasi nya bagus,sangat membantu dalam memesan tiket,jangan lupa yang baru daftar masukan kode redzgign biar dapet poin",Positif
434,Del Firman,Simple dan lengkap pilihannya,Positif
435,Achmad Mirza,Suatu aplikasi yang sangat dan membantu untuk memesan tiket pembayaran gampang,Positif
436,Emiliani Chandra,Aplikasi mudah digunakan dan petunjuk jelas,Positif
437,muslim AR,"Saya kesini karena layanan dari redbus keren abiss. cepat, mudah dan efisien mau pembatalan refund dibayar 100% saat itu juga, emang dah cuma gara2 ini saya kasih bintang 5.",Positif
438,dwi prasetiyo,Aplikasi super terbaik dan banyak promonya,Positif
439,Natasha Firdaus,"Baru pertama coba, senengnya ada diskon buat pengguna baru, semoga perjalanan nya aman selamat lancar barokah bersama travel yang saya pilih aamiin",Positif
440,Hindrasto MSc,Semakin mantap dan lancar,Positif
441,Ferry Kurniawan,"Masukan code : redevzzky Agar dapat bonus ,aplikasi nya recomended ,, dan mudah",Positif
442,Noor Rachmat,"Traksaksinya mudah, bisa milih tempat duduk",Positif
443,fadholi Bin ilyas,"Simplw harga bersaing, metode pembayaran banyak",Positif
444,diah winarni,"Mantap banget banyak diskon dapat diskon 30 rbu per tiket, keren promonya",Positif
445,samsul muin2,Respon cs cepat... pemesanan tiket mudah.... good job,Positif
446,Mohammad NurHuda,Pesan tiket bus secara online sangat cepat dan praktis... thx redbus,Positif
447,Nadya Rachmawati Ahyar,Sangat memudahkan dalam memesan tiket travel,Positif
448,Robby Septiahandi,Lumayan lah mempermudah dlam melakukan pemesanan tiket perjalanan..semoga lancar jaya aplikasinya dan gak da kendala,Positif
449,Imam bachtiar,"Aplikasi yang sangat mudah, terjamin, di saat semua moda transportasi masa pandemi, banyak aturan ,naik bus jadi pilihan",Positif
450,Agus brahma purworejo,tingkatkan terus ...respon cepat,Positif
451,Pramono Pramono,"Saya sudah berkali kali mengguna kan RedBus. Aman. Saya juga sempat menikmati discounnya yang sambung menyam bung. Bahkan 2 X mendapat tamba han di dompet RedBus saya masing masing sebesar 100 rb rupiah. Sa yang sekali tambahan 100 ribu yang masuk le dompet RedBus saya pa da tanggal 15 Januari 2021, ahirnya hangus. Karena sampai batas ahir berlakunya habis. Karena saya di rumah saja akibat dari masalah menyebarnya Covid 19. Maju terus RedBus.",Positif
452,Nana B,Terima kasih telah merespon cepat keluhan saya. Mantap dan manta. Semoga kedepannya tetap menjadi yang terbaik untuk melayani. Udah saya kasih bintang 5 ya atas reaponya yg cepat. Berharap jam keberangkatan sesuai Yaa. Harus sesuai dgan jadwal saat pemesanan.. Makasih,Positif
453,BESATU INFO,Praktis dan cepat mendapatkan tiket,Positif
454,Nurnaningsih Chandra,Enak naik travel Pasteur Beli tiket lewat Red Bus... Dijamin mudah dan pelayanan ya OK.. sopir²nya ramah dan bawa mobilnya enak... Tdk ngebut Makasih setiap ke bandung atau balik kebogor saya senang naik travel Pasteur Selalu semangat dan bisa santai hati menjadi nyaman dlm setiap perjalanan Makasih byk Salam Nurna,Positif
455,Metha Ridho,Aplikasinya bagus banget membantu juga customer servicenya sedih aja sih banyak yg nilai 1 bintang,Positif
456,Zahrah A Dewi,"Aplikasi terbaik. Setiap saya terjadi kendala, langsung ditangani dengan baik dan kurang dari 3 jam sudah teratasi 👍",Positif
457,mochamat busro,"Transaksi dan pembayaran mudah dan banyak alternatif cara pembayaran, serta ada discount nya, makasih banyak",Positif
458,Nizar Prama,Lebih murah dari toko sebelah dan mudah banget menggunakannya,Positif
459,Pang5 Id,Baru nemu aplikasi pesan bus ini belum coba tp aplikasi seperti ini sangat membantu dan bagus buat kedepan lebih baik,Positif
460,SR Gallery,Terimakasih redbus...banyak promo dan diskonnya..pilihan transportasi beragam...dan tentunya sangat mudah penggunaannya. Oh iya...tambahin lagi titik naik nya..seperti di terminal transitan nya/terminal lintas.,Positif
461,Wisnu Adi,"Aplikasinya sangat friendly user, bahkan utk pemakai pertama",Positif
462,Isa Fansuri,Mantap banget dhe...canggih simple sederhana mudah dan gampang...,Positif
463,Ariyadi Nugroho,"Mantap, Tinggal lihat produk Bis didalamnya sesuai ekspektasi ",Positif
464,Indriya Akhmadi Gunawan,Membantu dan mudah prosesnya,Positif
465,Suharsono Eddy,"Mudah tiketnya, jurusan bus lebih banyak dan keren banget sangat membantu untuk perjalanan ke luar kota",Positif
466,Machfud Bhayu,Pesan bis jadi lebih mudah dan jelas! Kerennn,Positif
467,Alindbia Prayogi,Saya dan istri udh pake...menurut saya sempurna sejauh ini melakukan perjalan baik dengan akun istri saya ataupun akun saya. Semoga trus dipertahankan dsn makin sempurna lagi.,Positif
468,Faisol Maki,"Good, apalagi kalau titik penurunan di ditingkatkan lagi",Positif
469,EFFENDI,Sangat mudah untuk melakukan perjalanan..,Positif
470,Denny Juzaili Abu Muhammad,Alhamdulillah. Tahun 2017 saya kasih 1 bintang. Sekarang 5 bintang. Karena setelah itu 2x beli tiket lancar nan cepat.,Positif
471,Ary Kie,Ternyata transaksi di redbus mudah dan praktis 👍👍,Positif
472,Muhammad Fauzi,"Alhamdulillah ternyata bisa refund dengan baik,, aku sedikit ragu bisa refun di redbus karna banyak komentar komentar Negatif dengan bintang 1 di redbus, namun ternyata uang saya tetap kembali,, terima kasih redbus👍",Positif
473,Sarirahayu Novitadewi,"Termudah, ternyaman, terpercaya hanya hal baik yang dapat saya tuliskan semua sangat baik bagi saya",Positif
474,Abdurrahman Haidar,"Alhamdulillah, pertama menggunakan sukses. Pesan PO Haryanto, tinggal nunjukin SMS masuk dan Transaksi pembayaran di Aplikasi, petugas ticketing PO langsung ngasih tiket sesuai pesanan di aplikasi. Bus datang langsung disuruh naik. Terimakasih Redbus, Terimakasih Haryanto.",Positif
475,rachmat prayogo,"Bagus simpel, Cust Service juga Respon nya cepat",Positif
476,Rafael Lia Ayu Puspita,Cukup mudah dan enak. Kapan saja dibutuhkan tinggal klik,Positif
477,Roy The Dragon,Lebih gampang dan cepat.,Positif
478,Muhammad Amin,Aplikasi redbus sanggat membantu saya selalu anak rantau.pulang kampung menjadi lebih mudah,Positif
479,nissa rosmatillah Mitsalia,"Pemesanan mudah dan cepat, thank you redbus",Positif
480,yaming AFuadi,Aplikasinya sangat membantu dalam mencari dan membeli tiket bus,Positif
481,ajon sunardi,Lebih banyak pilihan bus dan relatif,Positif
482,ACH GHOIB AL AMIN AMIN,Aplikasi bagus namun untuk tiket di PDF kalau bisa nominalnya jangan di munculkan kasih 2 resit.,Positif
483,Shofa Humairo,"Setelah pernah bermasalah dengan redbus di 2018, akhirnya tetap mencoba memakai layanan ini alhamdulillah sudah banyak perbaikan dan banyak kemudahan yang saya dapatkan. Trimakasih pihak manajemen redbus selalu mengutamakan pelayanan customer dan senantiasa ber improvement.",Positif
484,Mohamad Alfajar,Memudahkan dalam pemesanan tiket bis dengan sistem di Indonesia yang agen to agen sangat cocok aplikasi ini. Terus ditingkatkan,Positif
485,Caroline Maria,Sangat terbantu menggunakan redBus... lebih cepat dan mudah... terjamin.... trimakasih... ^^,Positif
486,mazdjarwo dansek,Sangat mudah dan membantu ... Kalau bisa sering ada promo ...,Positif
487,Andri Purwati,Semoga untuk ke depan nya makin banyak pilihan untuk operator bus ny dan banyak juga untuk pilihan tipe class bus ny tiap PO,Positif
488,muhammad riza setiawan,Mantab harga cukup relatif murah daripada aplikasi travel sejenis,Positif
489,Rusdian,"Terpercaya banget, mau naik bus langsung diskon lumayan ada potongan s/d 20 ribu menanti langsung ajaa masukin kode : redatlcs Pesan tiket tanpa was was dijamin termurah!",Positif
490,Irwan Julyanugraha,"Duh gimana sih, saya beli di travelnya 110 k, beli di sini ko 80 k, saya kan orng kaya masa dikasi murah bgt. Udh gitu di kasih potongan jadi bayar 70 k, harga dri saya sbg orng kaya jatuh",Positif
491,Amril Perez FuLL,Lumayan lancar.. bagus utk perkotaan.,Positif
492,Dede Ansor,Sudah ada perbaikan dr pihak redbus. Dan lumayan fast respon. Jangan takut ya gaess,Positif
493,Andre Brama Alvari,Mantap selama masih ada promo,Positif
494,tommy cressida,"Bagus, ontime, terjangkau, pilihan lain selain naik bis",Positif
495,Gang Buntu,aplikasi yang keren dan sangat mudah digunakan,Positif
496,Ali Masykur,Pemesanan yg praktis dengan perjalanan yg nyaman,Positif
497,Galih Suma Telada,Aplikasi keren yg adminnya aktif nelponin usernya. Dan saran dari usernya juga di follow up loh. Salut!,Positif
498,Irwan Wijayakusuma,"Cara mudah pesen tiket Bis, sangat membantu sekali, terimakasih RedBus",Positif
499,Ibnu Nailul marom,"Sangat bagus dan membantu perjalanan saya, aplikasi mudah dan simple penggunaanya good aplikasi.",Positif
500,Zesa Cesar,"Mantap,, banyak promo nya..",Positif